HMDB	KEGG
HMDB14395	C07666
HMDB14396	C08080
HMDB14397	C07443
HMDB14398	C14643
HMDB14399	C06973
HMDB14400	C07620
HMDB14402	C06922
HMDB14404	C07458
HMDB14405	C08057
HMDB14407	C06873
HMDB14408	C07318
HMDB14409	C07202
HMDB14411	C00796
HMDB14413	C07564
HMDB14418	C07502
HMDB14419	C08103
HMDB14421	C01553
HMDB14422	C07130
HMDB14423	C04931
HMDB14424	C02465
HMDB14425	C06965
HMDB14426	C07073
HMDB14427	C07395
HMDB14429	C06802
HMDB14430	C07187
HMDB14435	C06854
HMDB14436	C06900
HMDB14437	C07522
HMDB14438	C11372
HMDB14440	C01516
HMDB14441	C07532
HMDB14442	C07529
HMDB14444	C07417
HMDB14446	C11748
HMDB14447	C12535
HMDB14449	C07629
HMDB14450	C06681
HMDB14453	C07753
HMDB14457	C07422
HMDB14458	C07185
HMDB14459	C01790
HMDB14460	C07218
HMDB14461	C06804
HMDB14463	C06174
HMDB14464	C14034
HMDB14465	C07798
HMDB14466	C06824
HMDB14467	C11736
HMDB14468	C07949
HMDB14470	C07269
HMDB14472	C07042
HMDB14473	C01926
HMDB14474	C06984
HMDB14475	C07151
HMDB14476	C07052
HMDB14477	C07163
HMDB14478	C07322
HMDB14480	C08042
HMDB14482	C07324
HMDB14483	C01956
HMDB14485	C07778
HMDB14486	C07463
HMDB14487	C06958
HMDB14488	C07408
HMDB14495	C07120
HMDB14496	C07648
HMDB14498	C07777
HMDB14499	C06840
HMDB14500	C07931
HMDB14501	C07617
HMDB14502	C07633
HMDB14503	C07658
HMDB14504	C00272
HMDB14507	C06924
HMDB14508	C07314
HMDB14509	C11368
HMDB14511	C08149
HMDB14512	C00547
HMDB14513	C06909
HMDB14514	C07570
HMDB14516	C07132
HMDB14517	C07141
HMDB14519	C06925
HMDB14520	C07171
HMDB14523	C07220
HMDB14525	C06825
HMDB14526	C01453
HMDB14527	C07851
HMDB14531	C07378
HMDB14532	C07441
HMDB14533	C07615
HMDB14534	C06956
HMDB14537	C07267
HMDB14538	C07813
HMDB14539	C07927
HMDB14540	C00410
HMDB14541	C02343
HMDB14544	C06686
HMDB14545	C07699
HMDB14548	C06817
HMDB14552	C07104
HMDB14554	C11758
HMDB14558	C06806
HMDB14559	C06574
HMDB14561	C08126
HMDB14564	C07379
HMDB14565	C07310
HMDB14566	C07196
HMDB14568	C02046
HMDB14569	C07219
HMDB14572	C07313
HMDB14574	C13376
HMDB14575	C07075
HMDB14577	C07403
HMDB14578	C06935
HMDB14579	C00533
HMDB14580	C07758
HMDB14582	C06889
HMDB14583	C01965
HMDB14584	C07650
HMDB14586	C06848
HMDB14587	C11153
HMDB14588	C11230
HMDB14589	C00918
HMDB14590	C08109
HMDB14592	C06963
HMDB14594	C01829
HMDB14595	C01737
HMDB14597	C07128
HMDB14599	C07761
HMDB14600	C07368
HMDB14601	C07049
HMDB14608	C07062
HMDB14610	C06979
HMDB14611	C06526
HMDB14613	C06972
HMDB14614	C07482
HMDB14616	C14172
HMDB14617	C07844
HMDB14620	C06906
HMDB14621	C07236
HMDB14622	C06820
HMDB14624	C07228
HMDB14625	C07589
HMDB14627	C07886
HMDB14628	C06950
HMDB14632	C07309
HMDB14633	C06861
HMDB14634	C07708
HMDB14635	C07016
HMDB14636	C06885
HMDB14637	C07943
HMDB14638	C07210
HMDB14640	C08018
HMDB14641	C07584
HMDB14642	C07653
HMDB14643	C07149
HMDB14644	C06952
HMDB14645	C01814
HMDB14646	C07240
HMDB14647	C07069
HMDB14648	C07861
HMDB14653	C06689
HMDB14654	C02378
HMDB14655	C06947
HMDB14656	C06911
HMDB14658	C06830
HMDB14659	C01779
HMDB14662	C06874
HMDB14664	C15493
HMDB14668	C07879
HMDB14670	C06456
HMDB14672	C07888
HMDB14675	C08110
HMDB14676	C17349
HMDB14677	C05349
HMDB14679	C08166
HMDB14680	C07274
HMDB14681	C07204
HMDB14682	C06843
HMDB14684	C07649
HMDB14685	C07410
HMDB14688	C08261
HMDB14689	C07206
HMDB14690	C07569
HMDB14691	C06808
HMDB14692	C02267
HMDB14693	C01864
HMDB14694	C01608
HMDB14697	C07045
HMDB14698	C08095
HMDB14700	C12012
HMDB14702	C07759
HMDB14703	C01937
HMDB14704	C06868
HMDB14706	C07598
HMDB14707	C06895
HMDB14710	C07201
HMDB14711	C07407
HMDB14712	C01479
HMDB14713	C06997
HMDB14715	C08050
HMDB14716	C07184
HMDB14717	C06869
HMDB14719	C07064
HMDB14720	C07622
HMDB14721	C00318
HMDB14722	C06977
HMDB14723	C07270
HMDB14724	C01690
HMDB14728	C06970
HMDB14730	C07973
HMDB14731	C07505
HMDB14732	C06821
HMDB14733	C06624
HMDB14736	C07063
HMDB14737	C07521
HMDB14738	C14244
HMDB14739	C08146
HMDB14740	C07970
HMDB14741	C07119
HMDB14742	C06910
HMDB14743	C01531
HMDB14744	C12685
HMDB14745	C07250
HMDB14746	C07625
HMDB14747	C07665
HMDB14748	C07146
HMDB14749	C06863
HMDB14750	C06852
HMDB14751	C07626
HMDB14752	C07999
HMDB14753	C07235
HMDB14755	C07411
HMDB14759	C07346
HMDB14760	C07264
HMDB14761	C07010
HMDB14762	C00535
HMDB14763	C08088
HMDB14764	C15482
HMDB14765	C00253
HMDB14766	C06921
HMDB14767	C07034
HMDB14768	C07752
HMDB14771	C07450
HMDB14773	C07370
HMDB14774	C06916
HMDB14775	C06832
HMDB14776	C03323
HMDB14777	C08065
HMDB14778	C00212
HMDB14782	C07607
HMDB14783	C07881
HMDB14784	C06572
HMDB14785	C07406
HMDB14787	C07312
HMDB14789	C07819
HMDB14790	C07421
HMDB14793	C00468
HMDB14794	C07156
HMDB14795	C07511
HMDB14798	C07934
HMDB14799	C07188
HMDB14800	C07178
HMDB14802	C12616
HMDB14803	C08164
HMDB14804	C07613
HMDB14806	C00788
HMDB14807	C07319
HMDB14808	C07508
HMDB14809	C06881
HMDB14812	C08526
HMDB14813	C07108
HMDB14814	C12537
HMDB14815	C00202
HMDB14816	C07072
HMDB14818	C07743
HMDB14819	C06573
HMDB14820	C01541
HMDB14821	C07524
HMDB14822	C00397
HMDB14823	C07664
HMDB14825	C07004
HMDB14826	C07908
HMDB14827	C13440
HMDB14829	C07704
HMDB14832	C01907
HMDB14833	C07017
HMDB14834	C07544
HMDB14835	C07452
HMDB14838	C12512
HMDB14839	C08086
HMDB14841	C07764
HMDB14842	C07253
HMDB14843	C06941
HMDB14844	C07124
HMDB14846	C08022
HMDB14847	C07065
HMDB14849	C07968
HMDB14851	C07334
HMDB14853	C07415
HMDB14854	C07255
HMDB14855	C05028
HMDB14857	C07774
HMDB14859	C07375
HMDB14861	C07513
HMDB14865	C07455
HMDB14866	C07556
HMDB14868	C07131
HMDB14869	C12508
HMDB14870	C07548
HMDB14871	C07400
HMDB14873	C08071
HMDB14875	C07116
HMDB14876	C07420
HMDB14877	C11729
HMDB14878	C07937
HMDB14879	C00735
HMDB14880	C00392
HMDB14884	C06940
HMDB14885	C01851
HMDB14886	C06871
HMDB14887	C06991
HMDB14888	C07531
HMDB14890	C07155
HMDB14891	C07518
HMDB14892	C07839
HMDB14893	C00777
HMDB14894	C08039
HMDB14895	C07866
HMDB14897	C06570
HMDB14900	C16641
HMDB14901	C07190
HMDB14902	C07816
HMDB14903	C07921
HMDB14904	C06662
HMDB14906	C07789
HMDB14908	C04741
HMDB14909	C07853
HMDB14910	C07497
HMDB14911	C01576
HMDB14912	C07763
HMDB14913	C07965
HMDB14914	C07492
HMDB14915	C07405
HMDB14916	C13173
HMDB14917	C05079
HMDB14918	C07430
HMDB14919	C11613
HMDB14920	C07506
HMDB14921	C00951
HMDB14922	C02168
HMDB14925	C06810
HMDB14926	C01517
HMDB14928	C07706
HMDB14929	C11686
HMDB14930	C07180
HMDB14932	C07371
HMDB14933	C07316
HMDB14934	C07468
HMDB14935	C07147
HMDB14936	C00505
HMDB14937	C12531
HMDB14938	C07693
HMDB14940	C08005
HMDB14941	C13768
HMDB14942	C06951
HMDB14944	C07424
HMDB14945	C07383
HMDB14948	C07941
HMDB14950	C07440
HMDB14952	C08169
HMDB14953	C11166
HMDB14954	C07144
HMDB14956	C07523
HMDB14957	C06805
HMDB14959	C18364
HMDB14960	C01692
HMDB14961	C12724
HMDB14963	C00400
HMDB14964	C08073
HMDB14965	C08052
HMDB14966	C06454
HMDB14967	C06948
HMDB14968	C07432
HMDB14969	C07168
HMDB14970	C07437
HMDB14971	C06877
HMDB14972	C07652
HMDB14973	C06857
HMDB14974	C07080
HMDB14979	C06967
HMDB14980	C07359
HMDB14982	C07251
HMDB14983	C06915
HMDB14985	C01678
HMDB14986	C07070
HMDB14987	C07829
HMDB14988	C07427
HMDB14990	C02765
HMDB14992	C08014
HMDB14993	C00430
HMDB14994	C07928
HMDB14995	C08079
HMDB14996	C14605
HMDB14997	C07418
HMDB14998	C07369
HMDB14999	C01691
HMDB15002	C01375
HMDB15003	C07538
HMDB15005	C07239
HMDB15007	C06969
HMDB15008	C07320
HMDB15009	C07129
HMDB15014	C07467
HMDB15015	C07909
HMDB15016	C06902
HMDB15017	C12599
HMDB15018	C07461
HMDB15019	C07398
HMDB15020	C06917
HMDB15021	C07456
HMDB15022	C08233
HMDB15025	C07115
HMDB15026	C07023
HMDB15027	C08090
HMDB15031	C02197
HMDB15035	C00469
HMDB15036	C08021
HMDB15037	C06953
HMDB15038	C07175
HMDB15040	C07325
HMDB15042	C07503
HMDB15043	C01416
HMDB15044	C06527
HMDB15045	C07504
HMDB15046	C08127
HMDB15048	C07670
HMDB15050	C07673
HMDB15051	C06818
HMDB15052	C07203
HMDB15053	C00584
HMDB15055	C02078
HMDB15057	C08007
HMDB15059	C06884
HMDB15060	C06931
HMDB15061	C07435
HMDB15063	C11262
HMDB15066	C07654
HMDB15068	C07143
HMDB15069	C07107
HMDB15070	C07363
HMDB15071	C00805
HMDB15072	C06954
HMDB15073	C07241
HMDB15074	C07117
HMDB15075	C07849
HMDB15078	C07207
HMDB15080	C01405
HMDB15083	C07221
HMDB15084	C07501
HMDB15085	C06999
HMDB15086	C07054
HMDB15087	C07792
HMDB15090	C07657
HMDB15091	C08024
HMDB15095	C07445
HMDB15096	C07528
HMDB15097	C07484
HMDB15099	C07668
HMDB15101	C07710
HMDB15103	C07194
HMDB15105	C06770
HMDB15107	C07768
HMDB15109	C00284
HMDB15111	C12009
HMDB15112	C07534
HMDB15113	C07078
HMDB15114	C06932
HMDB15116	C06535
HMDB15118	C07805
HMDB15119	C08155
HMDB15122	C02961
HMDB15123	C03758
HMDB15124	C11766
HMDB15125	C08162
HMDB15126	C07356
HMDB15128	C06837
HMDB15129	C01737
HMDB15132	C01661
HMDB15134	C07041
HMDB15135	C12766
HMDB15137	C07887
HMDB15138	C06928
HMDB15140	C07044
HMDB15141	C08163
HMDB15142	C08082
HMDB15143	C06862
HMDB15144	C01716
HMDB15145	C06976
HMDB15146	C07205
HMDB15150	C07315
HMDB15151	C07022
HMDB15152	C07225
HMDB15153	C07037
HMDB15154	C06850
HMDB15155	C07714
HMDB15156	C07767
HMDB15157	C02059
HMDB15162	C07517
HMDB15163	C07469
HMDB15164	C11158
HMDB15165	C07832
HMDB15166	C07372
HMDB15167	C01756
HMDB15168	C12058
HMDB15169	C07401
HMDB15170	C07750
HMDB15171	C07245
HMDB15173	C07586
HMDB15175	C07910
HMDB15176	C07122
HMDB15177	C13736
HMDB15178	C07661
HMDB15179	C06688
HMDB15180	C13707
HMDB15181	C07007
HMDB15182	C07624
HMDB15183	C14055
HMDB15184	C01588
HMDB15185	C05080
HMDB15186	C05551
HMDB15187	C07713
HMDB15188	C04771
HMDB15189	C07142
HMDB15190	C06975
HMDB15191	C07367
HMDB15192	C06687
HMDB15193	C06827
HMDB15194	C06839
HMDB15195	C07360
HMDB15196	C06807
HMDB15197	C07056
HMDB15198	C01598
HMDB15202	C07404
HMDB15203	C06957
HMDB15204	C12755
HMDB15208	C06960
HMDB15209	C06834
HMDB15210	C07736
HMDB15212	C07500
HMDB15213	C07872
HMDB15214	C00413
HMDB15216	C07785
HMDB15217	C07474
HMDB15218	C07527
HMDB15219	C07627
HMDB15221	C06541
HMDB15223	C08067
HMDB15224	C01443
HMDB15225	C11143
HMDB15226	C01709
HMDB15227	C07014
HMDB15228	C07341
HMDB15229	C07905
HMDB15232	C07566
HMDB15233	C12650
HMDB15235	C07339
HMDB15236	C07246
HMDB15237	C07247
HMDB15240	C12580
HMDB15241	C00374
HMDB15242	C08070
HMDB15243	C13553
HMDB15244	C06894
HMDB15245	C06533
HMDB15246	C06905
HMDB15247	C07266
HMDB15248	C07174
HMDB15249	C06835
HMDB15250	C06823
HMDB15251	C06949
HMDB15253	C07428
HMDB15254	C07773
HMDB15255	C11181
HMDB15256	C07148
HMDB15259	C08068
HMDB15260	C08160
HMDB15261	C07864
HMDB15263	C07631
HMDB15264	C07675
HMDB15265	C08141
HMDB15266	C07549
HMDB15267	C06875
HMDB15268	C07660
HMDB15269	C07317
HMDB15270	C06896
HMDB15271	C06878
HMDB15272	C15819
HMDB15273	C06971
HMDB15274	C06819
HMDB15275	C07459
HMDB15278	C06923
HMDB15279	C07809
HMDB15280	C07256
HMDB15281	C06888
HMDB15282	C06943
HMDB15283	C06690
HMDB15285	C07846
HMDB15287	C06860
HMDB15288	C11154
HMDB15289	C06855
HMDB15290	C07515
HMDB15291	C12786
HMDB15292	C07877
HMDB15293	C07127
HMDB15295	C08130
HMDB15296	C07321
HMDB15299	C07402
HMDB15301	C07036
HMDB15303	C01822
HMDB15304	C07935
HMDB15305	C07434
HMDB15307	C06930
HMDB15310	C10874
HMDB15311	C06540
HMDB15312	C07047
HMDB15313	C07381
HMDB15314	C07252
HMDB15317	C07425
HMDB15320	C07519
HMDB15321	C06914
HMDB15323	C08019
HMDB15324	C06803
HMDB15325	C07760
HMDB15326	C07001
HMDB15327	C11228
HMDB15330	C07547
HMDB15331	C06856
HMDB15332	C08059
HMDB15333	C07841
HMDB15335	C11195
HMDB15336	C07825
HMDB15337	C07079
HMDB15339	C07662
HMDB15340	C08010
HMDB15341	C07914
HMDB15342	C06912
HMDB15343	C06683
HMDB15344	C07837
HMDB15345	C07915
HMDB15346	C06981
HMDB15348	C08159
HMDB15349	C07634
HMDB15350	C06939
HMDB15352	C07525
HMDB15355	C07397
HMDB15357	C07550
HMDB15358	C08012
HMDB15359	C06978
HMDB15360	C07394
HMDB15361	C06961
HMDB15363	C07868
HMDB15364	C15643
HMDB15365	C00355
HMDB15366	C07520
HMDB15368	C12564
HMDB15369	C07953
HMDB15370	C01312
HMDB15371	C07020
HMDB15372	C06918
HMDB15374	C06847
HMDB15375	C11733
HMDB15376	C07172
HMDB15378	C11231
HMDB15380	C07323
HMDB15383	C07543
HMDB15400	C07040
HMDB15407	C07807
HMDB15408	C07870
HMDB15410	C00329
HMDB15411	C11696
HMDB15413	C07630
HMDB15417	C07840
HMDB15418	C12662
HMDB15419	C07766
HMDB15420	C07342
HMDB15421	C06879
HMDB15422	C06880
HMDB15423	C06882
HMDB15424	C06883
HMDB15425	C06886
HMDB15426	C06887
HMDB15427	C06890
HMDB15428	C06897
HMDB15429	C07919
HMDB15430	C07551
HMDB15431	C07554
HMDB15432	C07553
HMDB15440	C07536
HMDB15441	C07826
HMDB15443	C17725
HMDB15444	C11723
HMDB15445	C15473
HMDB15446	C07618
HMDB15447	C07416
HMDB15448	C12753
HMDB15451	C01575
HMDB15452	C07889
HMDB15455	C08032
HMDB15456	C06264
HMDB15458	C12567
HMDB15459	C08173
HMDB15462	C07413
HMDB15463	C12603
HMDB15464	C09256
HMDB15466	C07592
HMDB15468	C06955
HMDB15469	C07995
HMDB15470	C07587
HMDB15472	C07258
HMDB15474	C07192
HMDB15476	C06938
HMDB15482	C07480
HMDB15483	C08111
HMDB15485	C08117
HMDB15486	C08114
HMDB15489	C08158
HMDB15490	C00832
HMDB15493	C07539
HMDB15495	C06542
HMDB15496	C13594
HMDB15497	C14285
HMDB15500	C12811
HMDB15503	C13244
HMDB15505	C07489
HMDB15506	C07429
HMDB15507	C00989
HMDB15509	C07537
HMDB15516	C07884
HMDB15517	C07164
HMDB15519	C07904
HMDB15522	C19530
HMDB15525	C07880
HMDB15527	C07366
HMDB15528	C07336
HMDB15531	C00023
HMDB15532	C00038
HMDB15534	C07487
HMDB15535	C01675
HMDB15536	C06665
HMDB15537	C07373
HMDB15539	C12871
HMDB15540	C08122
HMDB15541	C07177
HMDB15542	C11750
HMDB15544	C07771
HMDB15545	C07139
HMDB15549	C07043
HMDB15550	C07457
HMDB15555	C07230
HMDB15556	C07790
HMDB15562	C07055
HMDB15563	C07414
HMDB15564	C06812
HMDB15565	C11718
HMDB15566	C08033
HMDB15570	C06694
HMDB15571	C00643
HMDB15572	C00033
HMDB15573	C13698
HMDB15574	C07231
HMDB15575	C09314
HMDB15576	C07641
HMDB15577	C05141
HMDB15578	C02538
HMDB15579	C07619
HMDB15580	C13179
HMDB15582	C07974
HMDB15588	C13650
HMDB15591	C07818
HMDB15592	C11168
HMDB15597	C09252
HMDB15604	C14388
HMDB15605	C12864
HMDB15607	C11715
HMDB15618	C07567
HMDB15619	C11169
HMDB15622	C06809
HMDB15623	C14319
HMDB15632	C15182
HMDB15639	C11798
HMDB15640	C07913
HMDB15652	C11768
HMDB15654	C07471
HMDB15655	C07198
HMDB15660	C08219
HMDB15663	C07311
HMDB15673	C05829
HMDB15674	C02528
HMDB15676	C12695
HMDB15677	C02924
HMDB15682	C12389
HMDB15684	C07637
HMDB15694	C08154
HMDB15723	C13637
HMDB15728	C08894
HMDB15752	C10009
HMDB15753	C10011
HMDB15788	C06162
HMDB15789	C13757
HMDB15795	C10174
HMDB15797	C06533
HMDB15799	C03882
HMDB15807	C11786
HMDB15811	C08549
HMDB15827	C04209
HMDB15831	C08537
HMDB15832	C08539
HMDB15833	C08540
HMDB15836	C08567
HMDB15838	C08269
HMDB15842	C03884
HMDB15848	C05575
HMDB15854	C08287
HMDB15855	C08280
HMDB15857	C03510
HMDB15860	C00651
HMDB15865	C05945
HMDB15868	C08295
HMDB15874	C01401
HMDB15886	C00841
HMDB15892	C10065
HMDB15899	C10040
HMDB15907	C16979
HMDB15946	C17765
HMDB15950	C09762
HMDB15951	C16989
HMDB15954	C08244
HMDB15960	C16192
HMDB15970	C08731
HMDB15971	C10112
HMDB15979	C10039
HMDB15993	C10573
HMDB16021	C07595
HMDB16026	C06790
HMDB16027	C06547
HMDB16028	C02659
HMDB16029	C02445
HMDB16031	C13827
HMDB16032	C11249
HMDB16034	C12518
HMDB16035	C11271
HMDB16040	C07604
HMDB16052	C10381
HMDB16053	C08551
HMDB16056	C10192
HMDB16067	C06561
HMDB16071	C01454
HMDB16072	C07214
HMDB16074	C06758
HMDB16078	C14454
HMDB16081	C10726
HMDB16093	C13635
HMDB16097	C10675
HMDB16112	C10331
HMDB16115	C10038
HMDB16125	C10761
HMDB16132	C13960
HMDB16137	C02394
HMDB16139	C12299
HMDB16151	C08720
HMDB16153	C02740
HMDB16158	C02595
HMDB16177	C08493
HMDB16179	C02693
HMDB16191	C00829
HMDB16192	C10312
HMDB16193	C07999
HMDB16197	C03766
HMDB16198	C09268
HMDB16248	C07736
HMDB16279	C06537
HMDB16281	C08568
HMDB16282	C08569
HMDB16283	C08538
HMDB16284	C02284
HMDB16305	C14147
HMDB16308	C09315
HMDB16310	C16975
HMDB16319	C03002
HMDB16321	C02107
HMDB16324	C00818
HMDB16325	C01518
HMDB16337	C01630
HMDB16341	C01711
HMDB16343	C08335
HMDB16353	C17058
HMDB16357	C08331
HMDB16359	C06352
HMDB16364	C05513
HMDB16366	C07283
HMDB16367	C01464
HMDB16370	C13183
HMDB16373	C02160
HMDB16377	C00464
HMDB16382	C07473
HMDB16383	C00713
HMDB16386	C01768
HMDB16387	C01488
HMDB16390	C06186
HMDB16397	C13156
HMDB16400	C06397
HMDB16404	C01736
HMDB16434	C10071
HMDB16470	C09743
HMDB16471	C00828
HMDB16472	C09506
HMDB16475	C08817
HMDB16479	C03963
HMDB16484	C12290
HMDB16485	C12289
HMDB16488	C09927
HMDB16501	C10706
HMDB16502	C16816
HMDB16508	C16819
HMDB16509	C08913
HMDB16510	C15643
HMDB16528	C08891
HMDB16529	C08892
HMDB16537	C10100
HMDB16548	C04548
HMDB16549	C10545
HMDB16552	C09833
HMDB16553	C08349
HMDB16554	C08376
HMDB16555	C10445
HMDB16556	C08619
HMDB16558	C11821
HMDB16574	C10457
HMDB16581	C08911
HMDB16592	C02061
HMDB16593	C10385
HMDB16608	C08739
HMDB16628	C10723
HMDB16630	C02961
HMDB16635	C09598
HMDB16636	C16761
HMDB16637	C17060
HMDB16639	C05191
HMDB16640	C10643
HMDB16643	C02633
HMDB16647	C09549
HMDB16658	C10676
HMDB16662	C10003
HMDB16674	C09555
HMDB16675	C17592
HMDB16677	C09558
HMDB16692	C16996
HMDB16714	C09591
HMDB16716	C09594
HMDB16727	C09423
HMDB16728	C09235
HMDB16730	C06526
HMDB16737	C09915
HMDB16742	C10135
HMDB16745	C10577
HMDB16752	C09097
HMDB16754	C11379
HMDB16755	C06528
HMDB16758	C06523
HMDB16763	C06521
HMDB16779	C10142
HMDB16784	C06536
HMDB16785	C06538
HMDB16792	C09220
HMDB16798	C13782
HMDB16802	C09231
HMDB16803	C10359
HMDB16813	C10864
HMDB16816	C10166
HMDB16819	C09611
HMDB16821	C09910
HMDB16822	C09984
HMDB16823	C09339
HMDB16826	C10642
HMDB16827	C10128
HMDB16828	C10129
HMDB16829	C09912
HMDB16833	C09041
HMDB16836	C09042
HMDB16853	C08289
HMDB16864	C10160
HMDB16865	C00371
HMDB16870	C17615
HMDB16874	C00806
HMDB16891	C08298
HMDB16920	C01945
HMDB16931	C06896
HMDB16933	C02010
HMDB16941	C08308
HMDB16943	C08307
HMDB16945	C07608
HMDB16956	C16755
HMDB16957	C16754
HMDB16961	C16756
HMDB16966	C06574
HMDB16982	C06827
HMDB16999	C09022
HMDB17000	C12030
HMDB17003	C06624
HMDB17005	C11269
HMDB17006	C10526
HMDB17009	C14437
HMDB17024	C10190
HMDB17039	C14154
HMDB17050	C10275
HMDB17055	C10187
HMDB17061	C14472
HMDB17065	C10292
HMDB17069	C07610
HMDB17074	C00961
HMDB17075	C03686
HMDB17084	C10725
HMDB17094	C09979
HMDB17100	C10114
HMDB17103	C10520
HMDB17108	C09282
HMDB17118	C10213
HMDB17120	C08948
HMDB17121	C08929
HMDB17123	C01557
HMDB17124	C00758
HMDB17126	C12625
HMDB17138	C09141
HMDB17145	C11254
HMDB17153	C09308
HMDB17154	C04293
HMDB17157	C10315
HMDB17172	C08604
HMDB17181	C16312
HMDB17185	C08340
HMDB17187	C02168
HMDB17188	C10063
HMDB17192	C01855
HMDB17194	C10468
HMDB17197	C10195
HMDB17198	C10558
HMDB17208	C10527
HMDB17213	C10054
HMDB17214	C10061
HMDB17215	C10449
HMDB17217	C09479
HMDB17239	C09806
HMDB17261	C06988
HMDB17268	C11918
HMDB17269	C12140
HMDB17278	C09276
HMDB17283	C09926
HMDB17286	C10085
HMDB17288	C10105
HMDB17293	C10118
HMDB17295	C10119
HMDB17298	C10274
HMDB17299	C09827
HMDB17304	C09982
HMDB17310	C09311
HMDB17311	C09263
HMDB17312	C09264
HMDB17313	C09206
HMDB17315	C09320
HMDB17321	C10294
HMDB17323	C16838
HMDB17324	C10018
HMDB17335	C14985
HMDB17336	C04858
HMDB17338	C09116
HMDB17364	C10070
HMDB17377	C09309
HMDB17430	C08342
HMDB17443	C08465
HMDB17451	C17091
HMDB17459	C08364
HMDB17480	C10770
HMDB17493	C16320
HMDB17494	C12100
HMDB17506	C10809
HMDB17516	C14996
HMDB17534	C08379
HMDB17578	C01948
HMDB17595	C13870
HMDB17647	C05307
HMDB17649	C02880
HMDB17653	C16323
HMDB17694	C01857
HMDB17701	C14743
HMDB17719	C14687
HMDB17723	C00849
HMDB17724	C03500
HMDB17725	C01537
HMDB17750	C03219
HMDB17765	C01432
HMDB17766	C08382
HMDB17771	C17253
HMDB17774	C14696
HMDB17780	C08452
HMDB17806	C17144
HMDB17808	C17145
HMDB17818	C06548
HMDB17823	C15513
HMDB17826	C12288
HMDB17838	C12304
HMDB17844	C07561
HMDB17845	C06755
HMDB17855	C02824
HMDB17857	C09822
HMDB17859	C06105
HMDB17917	C09669
HMDB17918	C04771
HMDB17919	C16066
HMDB17927	C00571
HMDB17930	C00557
HMDB17942	C14704
HMDB17955	C00370
HMDB17956	C00087
HMDB17958	C01479
HMDB17960	C03659
HMDB17961	C08624
HMDB17962	C00742
HMDB17967	C08374
HMDB17971	C01443
HMDB17972	C03365
HMDB17975	C10871
HMDB17979	C10219
HMDB17980	C04491
HMDB17984	C07620
HMDB17992	C07195
HMDB17997	C08373
HMDB17999	C01871
HMDB18000	C14390
HMDB18038	C06366
HMDB18055	C00830
HMDB18056	C17530
HMDB18057	C14692
HMDB18061	C12296
HMDB18083	C02271
HMDB18090	C12285
HMDB18095	C15508
HMDB18124	C14452
HMDB18157	C02181
HMDB18189	C08391
HMDB18200	C06244
HMDB18202	C00511
HMDB18203	C15499
HMDB18205	C01471
HMDB18207	C02001
HMDB18212	C10419
HMDB18221	C02272
HMDB18260	C10674
HMDB18271	C14314
HMDB18276	C02920
HMDB18283	C05654
HMDB18312	C09981
HMDB18321	C10066
HMDB18327	C10928
HMDB18328	C10896
HMDB18329	C15230
HMDB18330	C10897
HMDB18331	C14291
HMDB18339	C14427
HMDB18340	C11111
HMDB18342	C14436
HMDB18349	C15435
HMDB18352	C10988
HMDB18356	C11208
HMDB18357	C11002
HMDB18365	C11196
HMDB18371	C11285
HMDB18378	C01495
HMDB18379	C06576
HMDB18384	C10411
HMDB18386	C14467
HMDB18411	C13297
HMDB18413	C15469
HMDB18429	C10454
HMDB18442	C09808
HMDB18496	C16792
HMDB18521	C03872
HMDB18564	C10023
HMDB18590	C06317
HMDB18596	C14163
HMDB18598	C07453
HMDB18615	C01751
HMDB18617	C01408
HMDB18627	C06354
HMDB18633	C02997
HMDB18637	C14841
HMDB18639	C16924
HMDB18643	C14200
HMDB18655	C01963
HMDB18659	C14521
HMDB18660	C16247
HMDB18685	C09752
HMDB18710	C04623
HMDB18716	C13624
HMDB18721	C02201
HMDB18724	C03764
HMDB18740	C14527
HMDB18741	C09873
HMDB18745	C15181
HMDB18747	C14302
HMDB18750	C11016
HMDB18751	C14562
HMDB18752	C14581
HMDB18754	C11042
HMDB18770	C02499
HMDB18772	C14231
HMDB18778	C17497
HMDB18782	C10804
HMDB18800	C10812
HMDB18804	C00482
HMDB18807	C07112
HMDB18814	C14311
HMDB18824	C10938
HMDB18830	C10247
HMDB18833	C09951
HMDB18892	C10203
HMDB18901	C07658
HMDB18902	C14752
HMDB18907	C10415
HMDB18908	C13014
HMDB18938	C14348
HMDB19061	C04547
HMDB19075	C14082
HMDB19080	C14694
HMDB19082	C08398
HMDB19088	C11592
HMDB19091	C10401
HMDB19132	C14279
HMDB19141	C14516
HMDB19147	C14512
HMDB19161	C14324
HMDB19166	C17717
HMDB19169	C09001
HMDB19208	C03837
HMDB19221	C11115
HMDB19226	C03044
HMDB19326	C06347
HMDB19347	C14701
HMDB19348	C00225
HMDB19349	C10688
HMDB19350	C11310
HMDB19362	C11180
HMDB19369	C10461
HMDB19375	C10907
HMDB19383	C08644
HMDB19421	C14416
HMDB19442	C14420
HMDB19445	C02535
HMDB19448	C08839
HMDB19480	C14214
HMDB19487	C06559
HMDB19492	C17492
HMDB19519	C10544
HMDB19559	C10650
HMDB19562	C16808
HMDB19565	C08600
HMDB19586	C10735
HMDB19587	C17567
HMDB19589	C10654
HMDB19594	C09389
